player,elo_hard,elo_clay,elo_grass,form,matches_total
Martins Rocens,1477.0,1500.0,1500.0,0.0,2
Calvin Hemery,1477.0,1497.0,1500.0,0.182,11
Austin Krajicek,1477.0,1481.9,1463.5,0.4,32
Anoosha Shahgholi,1477.0,1490.6,1500.0,0.0,3
Egor Gerasimov,1476.9,1488.9,1501.3,0.3,113
Patrick Tierro,1476.9,1507.4,1500.0,0.333,3
Amir Weintraub,1476.9,1500.3,1494.5,0.286,7
Timofey Skatov,1476.8,1557.9,1500.0,0.471,17
Benjamin Hannestad,1476.8,1500.0,1500.0,0.333,3
Camilo Ugo Carabelli,1476.6,1482.8,1500.0,0.308,13
Adrien Bossel,1476.6,1486.5,1491.3,0.0,4
Sergiy Stakhovsky,1476.5,1496.9,1489.0,0.4,112
Rowland Phillips,1476.5,1486.0,1500.0,0.286,7
Vincent Millot,1476.4,1500.0,1494.9,0.316,19
Noah Rubin,1476.4,1488.2,1489.9,0.3,27
Hugo Gaston,1476.4,1559.0,1494.6,0.5,96
Daniel Munoz de la Nava,1476.4,1394.8,1500.0,0.188,16
Osgar Ohoisin,1476.3,1500.6,1500.0,0.333,6
Renzo Olivo,1476.1,1482.6,1496.9,0.35,53
Sergey Fomin,1476.1,1500.0,1500.0,0.286,7
Go Soeda,1476.0,1497.7,1495.0,0.35,32
Ruben Bemelmans,1476.0,1498.8,1488.5,0.25,56
Aditya Hari Sasongko,1475.9,1485.0,1500.0,0.2,5
Dalibor Svrcina,1475.6,1500.0,1500.0,0.333,6
Skander Mansouri,1475.5,1500.5,1500.0,0.167,6
Paolo Lorenzi,1475.5,1455.3,1455.2,0.35,181
Nicolaas Scholtz,1475.4,1500.0,1500.0,0.429,7
Laurent Lokoli,1475.3,1498.6,1482.5,0.0,6
Janis Podzus,1475.2,1488.9,1500.0,0.0,3
Oleksandr Ovcharenko,1475.2,1500.0,1500.0,0.0,2
Dane Sweeny,1475.2,1500.0,1500.0,0.333,6
Mubarak Shannan Zayid,1475.0,1500.0,1500.0,0.0,4
Saba Purtseladze,1474.9,1500.0,1500.0,0.4,5
Shahin Khaledan,1474.6,1506.2,1500.0,0.333,6
Lukasz Kubot,1474.6,1500.0,1500.0,0.25,4
Vilius Gaubas,1474.6,1493.7,1500.0,0.286,7
Gerald Melzer,1474.6,1485.6,1500.0,0.35,47
Somdev Devvarman,1474.5,1500.0,1500.0,0.333,6
Mate Valkusz,1474.3,1495.2,1500.0,0.222,9
Mikhail Kukushkin,1474.3,1456.7,1487.9,0.25,249
Pedro Sousa,1474.2,1463.1,1492.4,0.35,40
Tomislav Ternar,1474.2,1500.0,1500.0,0.0,2
Steven Diez,1473.9,1467.8,1500.0,0.143,14
Janko Tipsarevic,1473.9,1478.9,1467.7,0.4,64
Gilles Arnaud Bailly,1473.7,1500.0,1500.0,0.0,2
Inigo Cervantes Huegun,1473.6,1454.1,1475.3,0.3,38
Karl Friberg,1473.5,1500.0,1500.0,0.0,2
Stefano Travaglia,1473.5,1457.3,1483.2,0.3,84
Jeson Patrombon,1473.5,1479.9,1500.0,0.273,11
Attila Balazs,1473.3,1501.1,1492.7,0.35,34
Prajnesh Gunneswaran,1473.2,1492.6,1485.4,0.3,39
Mitchell Krueger,1473.0,1502.2,1496.8,0.35,31
Adrian Menendez Maceiras,1473.0,1474.2,1496.1,0.3,21
Seanon Williams,1472.9,1473.5,1500.0,0.0,5
Maxime Cressy,1472.8,1425.2,1508.3,0.15,101
Kristjan Tamm,1472.7,1479.2,1500.0,0.286,7
David Guez,1472.6,1500.0,1500.0,0.0,2
Jordi Munoz Abreu,1472.6,1490.4,1500.0,0.125,8
Haydn Lewis,1472.5,1481.2,1500.0,0.125,8
Yen Hsun Lu,1472.5,1483.8,1465.7,0.3,90
Davis Rolis,1472.5,1500.0,1500.0,0.0,2
Benjamin Hassan,1472.4,1538.2,1500.0,0.55,25
Pablo Nunez,1472.0,1500.0,1500.0,0.0,2
Martins Podzus,1471.9,1517.6,1500.0,0.5,8
Tilen Zitnik,1471.9,1500.0,1500.0,0.0,2
Yannick Maden,1471.5,1500.7,1485.2,0.35,26
Nick Chappell,1471.5,1500.0,1500.0,0.0,2
Alexey Vatutin,1471.5,1487.6,1500.0,0.222,9
Marco Trungelliti,1471.5,1524.5,1495.0,0.35,37
Kaipo Marshall,1471.4,1500.0,1500.0,0.25,8
Pak Long Yeung,1471.3,1500.0,1500.0,0.0,2
Gleb Sakharov,1471.2,1502.9,1500.0,0.25,4
Mate Delic,1471.0,1472.5,1500.0,0.0,5
Nenad Zimonjic,1470.9,1500.0,1500.0,0.0,2
Zhe Li,1470.9,1500.0,1500.0,0.267,15
Chun Hun Wong,1470.8,1500.0,1500.0,0.0,2
Thiemo De Bakker,1470.8,1491.3,1488.2,0.25,35
Wai Yu Kai,1470.7,1500.0,1500.0,0.0,2
Jozef Kovalik,1470.6,1521.0,1493.2,0.4,81
Tomas Vaise,1470.4,1500.0,1500.0,0.0,2
Lukas Rosol,1470.2,1506.2,1481.8,0.45,112
Seong Chan Hong,1470.2,1500.0,1498.0,0.25,21
J J Wolf,1470.2,1490.1,1505.6,0.3,98
Adrian Bodmer,1470.0,1500.0,1500.0,0.0,2
Pere Riba,1470.0,1482.6,1500.0,0.0,3
Ibrahim Abou Chahine,1469.9,1500.0,1500.0,0.0,2
Franz Luna Lavidalie,1469.8,1500.0,1500.0,0.0,2
Clement Mainguy,1469.8,1500.0,1500.0,0.0,2
Philip Wilbert Major,1469.7,1500.0,1500.0,0.0,2
Donald Young,1469.7,1464.9,1506.8,0.15,149
Sanjar Fayziev,1469.6,1497.9,1496.5,0.143,14
Daniel Glancy,1469.5,1500.0,1500.0,0.0,2
Danai Udomchoke,1469.5,1500.0,1500.0,0.0,2
Maxim Bulat,1469.4,1500.0,1500.0,0.0,2
Arjun Kadhe,1469.3,1500.0,1500.0,0.0,4
Martin Pedersen,1469.3,1500.0,1500.0,0.0,2
Andreas Seppi,1469.2,1442.8,1509.4,0.35,264
Steve Johnson,1469.0,1506.1,1523.1,0.35,340
Quinton Vega,1469.0,1500.0,1500.0,0.0,2
Alexandar Lazarov,1469.0,1510.6,1500.0,0.333,12
Bar Tzuf Botzer,1469.0,1500.0,1500.0,0.0,2
Abdullah Maqdas,1468.7,1500.4,1500.0,0.25,4
Michael Agwi,1468.7,1531.8,1500.0,0.4,5
Thiago Monteiro,1468.5,1560.8,1454.2,0.4,222
Kevin Anderson,1468.4,1518.5,1572.4,0.3,301
Yan Bai,1468.4,1500.0,1500.0,0.2,5
Viktor Durasovic,1468.4,1499.9,1500.0,0.3,27
Christophe Tholl,1468.3,1500.0,1500.0,0.0,2
Di Wu,1468.3,1483.6,1500.0,0.3,25
Hugo Dellien,1468.2,1453.2,1478.8,0.25,90
Sho Shimabukuro,1468.0,1500.0,1483.7,0.333,12
Puriwat Chatpatcharoen,1467.9,1500.0,1500.0,0.0,2
Jie Cui,1467.8,1500.0,1500.0,0.0,2
Tomislav Brkic,1467.7,1493.2,1500.0,0.333,9
Sasi Kumar Mukund,1467.6,1500.0,1484.4,0.0,4
Linh Giang Trinh,1467.6,1496.2,1500.0,0.0,3
Daniel Altmaier,1467.6,1471.9,1456.8,0.35,127
Dragos Nicolae Madaras,1467.5,1483.9,1500.0,0.0,4
Marc Polmans,1467.5,1502.6,1483.2,0.3,23
Warit Sornbutnark,1467.5,1500.0,1500.0,0.25,4
Adam Pavlasek,1466.8,1513.8,1504.2,0.4,15
Thai Son Kwiatkowski,1466.8,1500.0,1498.3,0.0,7
Pavel Kotov,1466.8,1544.2,1498.4,0.4,80
Dino Prizmic,1466.6,1495.1,1500.0,0.273,11
Facundo Bagnis,1466.5,1503.0,1477.9,0.35,121
Daniel Windahl,1466.4,1500.0,1500.0,0.0,2
Thien Nguyen Hoang,1466.3,1500.0,1500.0,0.25,4
Taro Daniel,1466.1,1455.8,1418.1,0.2,228
Daniel Gimeno Traver,1466.1,1477.3,1480.5,0.4,51
Adrian Andreev,1466.1,1500.0,1500.0,0.222,9
Alexander Kudryavtsev,1465.8,1500.0,1483.4,0.0,4
Michael Venus,1465.6,1496.9,1500.0,0.308,13
Peter Gojowczyk,1465.3,1457.8,1497.5,0.2,154
Tadas Babelis,1465.0,1473.8,1500.0,0.0,5
Michal Przysiezny,1464.4,1500.0,1491.7,0.222,9
Guilherme Clezar,1464.2,1475.8,1500.0,0.1,10
Bradley Klahn,1464.0,1491.7,1493.8,0.2,34
Jason Jung,1463.9,1494.3,1504.3,0.35,35
Aleksandr Nedovyesov,1463.3,1477.5,1493.2,0.167,12
Brandon Holt,1463.2,1500.0,1500.0,0.222,9
Daniel Michalski,1462.5,1500.0,1500.0,0.25,4
Dennis Novikov,1462.4,1500.0,1489.7,0.286,14
Lukas Lacko,1462.2,1498.4,1503.6,0.35,76
Alexander Blockx,1461.9,1500.0,1500.0,0.0,3
Abedallah Shelbayh,1461.9,1475.0,1475.4,0.214,14
Tomas Barrios Vera,1461.7,1490.2,1498.1,0.25,22
Benoit Paire,1461.5,1419.7,1489.0,0.2,378
Gregoire Barrere,1461.5,1480.7,1510.1,0.35,101
Gianluigi Quinzi,1461.4,1502.7,1500.0,0.2,5
Jurgen Zopp,1461.3,1516.2,1500.0,0.4,21
Akira Santillan,1461.1,1474.8,1500.3,0.222,9
Blaz Kavcic,1461.1,1482.8,1481.4,0.25,27
Terence Atmane,1460.9,1506.7,1500.0,0.286,14
Dmitry Tursunov,1460.7,1467.2,1471.9,0.143,14
Rafael Arevalo,1460.5,1500.0,1500.0,0.0,4
Zachary Svajda,1460.5,1500.0,1482.7,0.3,22
Tatsuma Ito,1460.3,1497.2,1497.6,0.3,35
Saketh Myneni,1460.2,1500.0,1513.7,0.25,4
Tigre Hank,1459.9,1479.8,1500.0,0.0,5
James Mccabe,1459.6,1500.0,1485.3,0.0,4
Matic Kriznik,1459.5,1509.2,1500.0,0.25,4
Ignacio Garcia,1459.4,1500.0,1500.0,0.2,5
Kiranpal Pannu,1459.3,1500.0,1500.0,0.143,7
Gastao Elias,1459.1,1502.0,1491.3,0.3,58
Vitaliy Sachko,1459.0,1485.2,1500.0,0.0,7
Ji Sung Nam,1458.9,1500.0,1510.9,0.286,7
Raphael Collignon,1458.6,1500.0,1500.0,0.0,3
Roberto Quiroz,1458.3,1503.2,1496.2,0.421,19
Pablo Andujar,1458.2,1462.4,1473.9,0.25,167
Rodrigo Pacheco Mendez,1457.8,1524.4,1500.0,0.333,9
Nicolas Moreno De Alboran,1457.6,1505.3,1500.0,0.353,17
Malek Jaziri,1457.5,1503.4,1479.1,0.3,191
Gianluca Mager,1457.1,1510.9,1500.3,0.4,59
Anthony Susanto,1456.9,1498.8,1500.0,0.0,5
Pablo Cuevas,1456.4,1496.4,1476.9,0.3,284
Salvatore Caruso,1456.3,1411.2,1465.5,0.15,63
Luca Vanni,1456.1,1479.0,1495.0,0.25,23
Denis Kudla,1455.9,1459.5,1503.5,0.35,166
Artem Smirnov,1455.3,1481.3,1500.0,0.0,5
James Mcgee,1455.3,1500.0,1500.0,0.0,4
Simone Bolelli,1455.2,1518.9,1503.6,0.4,84
Mikhail Youzhny,1454.9,1371.3,1445.6,0.3,125
Yuichi Sugita,1454.8,1467.0,1493.5,0.35,119
Takanyi Garanganga,1454.8,1500.0,1500.0,0.364,11
Ivo Karlovic,1454.7,1483.4,1507.8,0.25,218
Leo Borg,1454.6,1492.0,1500.0,0.182,11
Eero Vasa,1454.6,1500.0,1500.0,0.143,7
Rigele Te,1454.4,1518.2,1500.0,0.333,6
Edan Leshem,1454.4,1503.9,1500.0,0.333,15
Viktor Troicki,1454.3,1489.6,1499.2,0.35,215
Ze Zhang,1454.2,1515.6,1500.0,0.35,26
Tennys Sandgren,1454.1,1471.4,1505.4,0.25,123
Alexander Cozbinov,1453.9,1500.0,1500.0,0.0,3
Rudolfs Mednis,1453.9,1500.0,1500.0,0.0,4
Emilio Nava,1453.8,1488.5,1485.0,0.167,18
Hugo Grenier,1453.8,1471.7,1500.0,0.3,24
Liam Caruana,1453.6,1500.0,1500.0,0.0,4
Lucas Gomez,1453.5,1509.1,1500.0,0.214,14
Andrej Martin,1453.5,1479.1,1497.4,0.3,57
Maximilian Marterer,1453.4,1487.3,1480.7,0.3,120
Juan Ignacio Londero,1453.2,1471.2,1479.4,0.2,83
Norbert Gombos,1452.6,1502.1,1484.1,0.3,79
Li Tu,1452.5,1500.0,1475.4,0.1,10
Luca Nardi,1451.8,1449.8,1471.4,0.25,31
Ajeet Rai,1451.7,1500.0,1500.0,0.143,7
Daniels Tens,1451.7,1500.0,1500.0,0.0,4
Feliciano Lopez,1450.7,1444.0,1492.1,0.25,300
Peter Polansky,1450.3,1479.0,1488.9,0.25,26
Antoine Hoang,1450.3,1499.7,1501.3,0.316,19
Mischa Zverev,1449.7,1464.6,1515.8,0.2,170
Ethan Quinn,1449.2,1500.0,1504.8,0.25,8
Aleksandar Kovacevic,1448.9,1430.0,1495.6,0.25,48
Igor Sijsling,1448.8,1477.3,1477.8,0.35,24
Federico Gaio,1448.5,1483.8,1500.0,0.167,18
Oscar Otte,1448.4,1497.6,1503.9,0.3,86
Teymuraz Gabashvili,1447.8,1471.0,1471.5,0.25,77
Alberto Emmanuel Alvarado Larin,1447.7,1500.0,1500.0,0.0,8
Michail Pervolarakis,1447.4,1487.9,1500.0,0.154,13
Guillermo Garcia Lopez,1446.7,1481.8,1486.0,0.3,185
Geoffrey Blancaneaux,1446.3,1488.7,1500.0,0.0,6
Rogerio Dutra Silva,1445.4,1436.3,1469.7,0.3,63
Juan Pablo Varillas,1444.3,1513.9,1487.7,0.3,84
Ignaci Roca,1443.9,1500.0,1500.0,0.0,4
Sebastian Baez,1443.8,1689.9,1444.6,0.4,179
Andreas Haider Maurer,1443.7,1419.9,1469.1,0.15,60
Aleksandre Metreveli,1443.6,1502.3,1500.0,0.222,9
Stephane Robert,1443.4,1487.6,1493.2,0.2,55
Sam Barry,1443.2,1500.0,1500.0,0.0,4
Damir Dzumhur,1443.2,1507.1,1506.1,0.35,254
Pedro Martinez,1442.7,1558.0,1450.5,0.35,159
Dennis Novak,1441.3,1463.2,1479.9,0.2,79
Fabio Fognini,1441.1,1555.1,1526.6,0.4,443
Ernesto Escobedo,1440.8,1464.5,1497.3,0.3,63
Thomas Fabbiano,1439.9,1450.5,1518.6,0.3,87
Santiago Giraldo,1439.5,1484.8,1497.0,0.35,101
Mariano Navone,1439.1,1586.8,1458.9,0.25,42
Denis Istomin,1438.1,1487.3,1493.9,0.2,171
Brian Baker,1438.0,1463.2,1477.3,0.167,12
Facundo Diaz Acosta,1436.3,1571.3,1486.7,0.4,41
Nikoloz Basilashvili,1435.7,1491.4,1520.7,0.25,317
Tim Smyczek,1435.5,1470.5,1483.2,0.35,66
Sumit Nagal,1435.0,1480.0,1484.0,0.25,48
John Patrick Smith,1433.5,1500.0,1489.8,0.15,24
Daniel Elahi Galan,1432.8,1440.3,1518.3,0.3,126
Shintaro Mochizuki,1429.3,1492.1,1463.4,0.15,22
Henri Laaksonen,1428.7,1476.6,1481.1,0.2,110
Constant Lestienne,1428.6,1448.0,1437.0,0.2,59
Andrey Golubev,1427.0,1475.0,1500.0,0.214,14
Evgeny Donskoy,1426.3,1478.1,1463.4,0.2,115
Fernando Verdasco,1425.7,1467.4,1480.3,0.25,317
Brayden Schnur,1425.3,1500.0,1473.0,0.2,22
Marinko Matosevic,1425.1,1429.7,1469.1,0.158,19
Nicolas Mejia,1424.7,1509.2,1500.0,0.188,16
James Duckworth,1424.5,1479.9,1504.8,0.35,150
Tommy Haas,1422.9,1452.4,1476.8,0.3,31
Ramkumar Ramanathan,1417.1,1498.5,1528.2,0.2,60
Benjamin Becker,1416.7,1438.6,1475.8,0.25,62
Sam Querrey,1416.6,1483.8,1527.6,0.2,290
Adam Walton,1414.6,1483.4,1499.9,0.214,14
Marcel Granollers,1414.6,1486.3,1549.4,0.4,132
Sam Groth,1406.3,1481.9,1507.2,0.25,68
Chun Hsin Tseng,1406.2,1487.6,1491.9,0.15,32
Ivan Dodig,1402.2,1543.1,1482.6,0.35,47
Pedro Cachin,1401.1,1458.1,1481.4,0.15,72
Luciano Darderi,1398.7,1593.9,1488.0,0.3,54
Albert Ramos,1398.5,1479.9,1424.5,0.25,446
Paul Henri Mathieu,1398.1,1493.0,1485.5,0.25,67
Federico Coria,1395.7,1490.4,1456.0,0.35,127
Victor Estrella,1394.6,1497.0,1437.7,0.15,97
Marco Cecchinato,1390.7,1511.6,1442.3,0.4,203
Florian Mayer,1384.4,1431.4,1515.2,0.15,80
Jaume Munar,1383.6,1509.0,1455.8,0.25,224
Federico Delbonis,1374.3,1510.3,1438.2,0.25,275
Konstantin Kravchuk,1368.5,1506.8,1499.1,0.2,23
Bernabe Zapata Miralles,1364.4,1519.2,1431.9,0.2,97
